EmployeeID,Age,AgeGroup,Gender,Department,JobRole,Salary,SalaryGroup,ExperienceYears,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,EmployeeSatisfaction,PerformanceRating,OverTime,DistanceFromHome,Attrition
E1549,20,20-30,Male,HR,Engineer,106878,High Salary,0,4,2,1,1,5,No,46,No
E1550,41,41-50,Male,Sales,Executive,19895,Low Salary,21,3,2,5,3,4,No,50,No
E1551,36,31-40,Female,IT,Analyst,91559,High Salary,10,1,4,2,5,4,No,3,No
E1552,26,20-30,Female,Finance,Sales Executive,25699,Low Salary,0,5,2,3,1,2,Yes,22,No
E1553,44,41-50,Female,IT,Executive,80061,High Salary,21,4,3,2,3,5,Yes,19,No
E1554,23,20-30,Female,Finance,Sales Executive,24715,Low Salary,0,5,4,2,5,1,Yes,35,Yes
E1555,55,51+,Female,IT,Manager,34169,Low Salary,35,1,4,3,3,1,No,12,No
E1556,25,20-30,Female,Research & Development,Engineer,31163,Low Salary,0,3,2,3,5,5,No,5,No
E1557,50,41-50,Male,Sales,Engineer,20782,Low Salary,30,5,5,2,5,2,No,10,No
E1558,38,31-40,Female,Finance,HR Specialist,103177,High Salary,16,2,5,3,1,2,No,41,Yes
E1559,58,51+,Female,HR,Analyst,99328,High Salary,34,4,4,1,2,2,No,33,No
E1560,46,41-50,Male,Sales,Engineer,50585,Medium Salary,21,5,2,3,5,1,No,13,Yes
E1561,29,20-30,Male,HR,Manager,45682,Medium Salary,2,4,5,3,5,4,Yes,35,No
E1562,45,41-50,Female,Sales,Analyst,62864,Medium Salary,20,2,2,2,1,2,Yes,32,No
E1563,38,31-40,Male,Sales,Executive,99416,High Salary,17,3,2,1,2,1,No,11,No
E1564,58,51+,Female,IT,Engineer,70114,Medium Salary,35,3,4,4,4,1,No,48,No
E1565,22,20-30,Male,Finance,Analyst,53067,Medium Salary,1,2,4,4,4,4,No,38,No
E1566,32,31-40,Female,Finance,Manager,57685,Medium Salary,7,4,1,5,2,5,Yes,24,No
E1567,47,41-50,Male,Sales,HR Specialist,33073,Low Salary,23,5,5,3,3,5,No,35,Yes
E1568,39,31-40,Male,Research & Development,Sales Executive,51035,Medium Salary,19,2,5,3,1,2,Yes,19,No
E1569,47,41-50,Female,Research & Development,Sales Executive,79977,Medium Salary,20,1,5,1,2,2,Yes,6,Yes
E1570,27,20-30,Female,HR,Manager,117710,High Salary,7,4,3,4,4,4,Yes,40,No
E1571,60,51+,Female,HR,Manager,105373,High Salary,36,3,2,5,5,2,Yes,45,No
E1572,58,51+,Female,IT,Sales Executive,98362,High Salary,33,2,4,1,4,4,Yes,44,No
E1573,20,20-30,Female,Sales,HR Specialist,105517,High Salary,0,3,5,3,5,1,Yes,42,No
E1574,22,20-30,Male,HR,Analyst,80450,High Salary,2,4,1,4,1,2,No,35,Yes
E1575,32,31-40,Female,HR,Sales Executive,25382,Low Salary,6,3,5,5,5,1,Yes,4,No
E1576,47,41-50,Female,Sales,Manager,19437,Low Salary,27,2,2,2,2,3,Yes,33,No
E1577,44,41-50,Male,IT,Engineer,85971,High Salary,24,4,2,4,5,4,Yes,13,No
E1578,52,51+,Male,HR,Executive,79612,Medium Salary,25,1,4,5,3,3,No,36,No
E1579,57,51+,Female,IT,HR Specialist,105355,High Salary,34,2,3,1,2,2,Yes,43,No
E1580,25,20-30,Male,Finance,HR Specialist,76929,Medium Salary,2,5,4,2,1,1,No,19,No
E1581,51,51+,Male,IT,Engineer,117411,High Salary,29,2,5,5,2,2,No,43,No
E1582,40,31-40,Female,Research & Development,Engineer,112518,High Salary,19,4,1,5,3,3,Yes,12,No
E1583,35,31-40,Male,Research & Development,Manager,113864,High Salary,11,2,4,3,1,2,No,11,No
E1584,40,31-40,Male,IT,Sales Executive,27329,Low Salary,16,1,3,4,4,5,Yes,6,Yes
E1585,30,20-30,Female,Research & Development,Analyst,40169,Medium Salary,6,1,4,3,3,3,No,12,Yes
E1586,56,51+,Female,Finance,HR Specialist,102468,High Salary,34,5,2,2,1,2,No,27,No
E1587,55,51+,Male,Sales,HR Specialist,49594,Medium Salary,32,3,5,5,5,1,Yes,41,Yes
E1588,54,51+,Male,Research & Development,Engineer,91957,High Salary,29,4,5,3,2,2,Yes,25,No
E1589,38,31-40,Female,Research & Development,Sales Executive,75631,Medium Salary,12,4,5,4,1,1,No,42,No
E1590,39,31-40,Male,IT,HR Specialist,60033,Medium Salary,12,3,5,2,2,5,No,3,No
E1591,37,31-40,Male,Finance,Analyst,78133,Medium Salary,11,1,5,1,5,2,Yes,3,No
E1592,60,51+,Male,Sales,Engineer,88165,High Salary,35,1,5,3,1,5,No,20,No
E1593,33,31-40,Female,IT,Analyst,88861,High Salary,6,2,1,2,4,3,No,28,Yes
E1594,34,31-40,Male,IT,Sales Executive,67290,Medium Salary,12,5,3,1,3,1,No,23,No
E1595,50,41-50,Male,Finance,HR Specialist,109031,High Salary,25,5,5,3,1,3,Yes,48,No
E1596,20,20-30,Female,Sales,Executive,46750,Medium Salary,0,5,3,2,5,1,No,3,No
E1597,22,20-30,Male,Finance,HR Specialist,110155,High Salary,1,2,5,2,1,5,No,42,No
E1598,35,31-40,Male,Sales,Sales Executive,55461,Medium Salary,15,5,4,3,2,4,Yes,24,Yes
E1599,42,41-50,Female,Finance,HR Specialist,88800,High Salary,16,3,5,2,1,2,No,43,No
E1600,30,20-30,Female,IT,HR Specialist,93222,High Salary,7,2,2,5,4,5,No,40,Yes
E1601,31,31-40,Female,IT,Manager,39226,Low Salary,8,3,1,3,1,1,No,6,Yes
E1602,29,20-30,Female,HR,HR Specialist,21721,Low Salary,7,2,4,2,3,1,Yes,20,No
E1603,51,51+,Male,Research & Development,HR Specialist,71154,Medium Salary,24,5,4,1,1,1,No,11,No
E1604,35,31-40,Male,Finance,Analyst,35609,Low Salary,12,3,2,1,2,1,No,32,No
E1605,27,20-30,Female,HR,Executive,67130,Medium Salary,3,3,5,5,1,2,No,27,No
E1606,57,51+,Female,Research & Development,Analyst,87909,High Salary,31,3,1,3,4,3,Yes,21,No
E1607,31,31-40,Male,Finance,Analyst,119211,High Salary,6,2,4,2,5,4,No,44,No
E1608,43,41-50,Female,Sales,Engineer,70249,Medium Salary,19,4,1,2,1,2,No,48,No
E1609,47,41-50,Male,Research & Development,Manager,63895,Medium Salary,25,5,4,1,1,1,Yes,50,No
E1610,27,20-30,Female,IT,Analyst,109473,High Salary,3,3,5,5,3,2,No,13,No
E1611,47,41-50,Male,HR,Sales Executive,20656,Low Salary,22,4,4,1,4,5,No,22,No
E1612,55,51+,Female,Research & Development,Sales Executive,89520,High Salary,34,5,4,1,5,1,Yes,35,No
E1613,45,41-50,Female,Research & Development,HR Specialist,78740,Medium Salary,23,5,3,5,2,4,No,47,No
E1614,27,20-30,Male,IT,Engineer,79309,Medium Salary,6,3,5,3,1,1,No,22,No
E1615,47,41-50,Female,Finance,Manager,44984,Medium Salary,27,3,2,2,5,4,Yes,28,No
E1616,47,41-50,Male,Sales,Manager,88822,High Salary,26,2,2,3,2,4,Yes,21,No
E1617,56,51+,Male,IT,HR Specialist,20901,Low Salary,36,4,5,4,4,3,Yes,46,No
E1618,60,51+,Male,Sales,Sales Executive,46552,Medium Salary,40,4,2,4,4,3,Yes,18,No
E1619,55,51+,Male,Finance,Executive,106245,High Salary,34,3,5,4,5,2,No,31,No
E1620,46,41-50,Male,Research & Development,Engineer,46055,Medium Salary,24,5,2,5,2,2,Yes,46,No
E1621,36,31-40,Female,Sales,HR Specialist,52685,Medium Salary,9,3,3,1,4,4,No,37,No
E1622,28,20-30,Female,HR,Engineer,88965,High Salary,3,5,2,3,5,1,No,21,No
E1623,52,51+,Male,HR,Sales Executive,29716,Low Salary,28,5,4,2,4,5,Yes,14,No
E1624,39,31-40,Female,IT,Sales Executive,26138,Low Salary,15,3,5,4,4,5,No,25,No
E1625,32,31-40,Male,Finance,Executive,50298,Medium Salary,7,1,1,3,4,1,No,27,Yes
E1626,47,41-50,Female,IT,Executive,66112,Medium Salary,21,4,1,4,3,1,No,40,No
E1627,48,41-50,Female,IT,Manager,38429,Low Salary,22,5,5,4,2,3,Yes,23,No
E1628,32,31-40,Female,IT,Engineer,65200,Medium Salary,12,5,3,2,5,5,Yes,31,No
E1629,54,51+,Female,HR,Engineer,86308,High Salary,34,1,2,5,5,4,No,47,No
E1630,25,20-30,Male,HR,Sales Executive,63244,Medium Salary,3,2,3,1,2,2,No,29,No
E1631,37,31-40,Male,IT,Manager,116268,High Salary,14,1,1,5,2,3,No,47,No
E1632,24,20-30,Female,HR,HR Specialist,32347,Low Salary,3,1,5,3,2,5,No,30,Yes
E1633,44,41-50,Female,Finance,Engineer,31920,Low Salary,24,5,5,5,2,1,Yes,26,No
E1634,21,20-30,Male,IT,Manager,46822,Medium Salary,0,4,3,3,1,5,No,20,No
E1635,29,20-30,Female,HR,Manager,61659,Medium Salary,7,1,3,3,5,4,Yes,38,No
E1636,49,41-50,Male,Sales,Sales Executive,55108,Medium Salary,28,2,2,1,1,3,Yes,19,Yes
E1637,24,20-30,Male,IT,Manager,104099,High Salary,2,3,4,2,4,1,No,27,No
E1638,52,51+,Male,IT,Executive,22967,Low Salary,31,1,4,1,4,4,Yes,25,Yes
E1639,20,20-30,Female,Finance,Executive,26871,Low Salary,0,1,2,5,5,2,No,40,No
E1640,37,31-40,Male,Research & Development,Analyst,109299,High Salary,12,2,4,3,4,3,No,38,Yes
E1641,51,51+,Female,Research & Development,Sales Executive,92452,High Salary,31,4,1,4,2,4,Yes,23,No
E1642,30,20-30,Male,Finance,HR Specialist,89270,High Salary,3,1,4,4,1,4,No,29,No
E1643,40,31-40,Female,Finance,Analyst,48613,Medium Salary,18,1,2,3,2,1,No,15,No
E1644,45,41-50,Female,Finance,Executive,43179,Medium Salary,18,4,4,1,4,2,No,3,Yes
E1645,44,41-50,Female,Research & Development,Analyst,67188,Medium Salary,22,2,5,2,1,4,Yes,10,No
E1646,41,41-50,Male,Finance,Sales Executive,70099,Medium Salary,16,1,3,1,2,3,Yes,15,Yes
E1647,46,41-50,Male,HR,Sales Executive,50262,Medium Salary,22,4,1,3,5,4,No,16,No
E1648,32,31-40,Female,IT,Manager,93213,High Salary,5,1,5,3,2,5,Yes,17,No
E1649,52,51+,Female,IT,Engineer,33268,Low Salary,28,3,5,2,4,3,Yes,19,No
E1650,53,51+,Female,Sales,Manager,92866,High Salary,27,5,2,5,1,3,No,11,No
E1651,60,51+,Male,Sales,Sales Executive,101269,High Salary,40,3,3,5,5,4,Yes,48,Yes
E1652,54,51+,Male,IT,Executive,75545,Medium Salary,34,1,3,2,1,1,No,5,No
E1653,20,20-30,Male,HR,HR Specialist,118483,High Salary,0,2,1,5,5,3,Yes,5,No
E1654,40,31-40,Male,Research & Development,Executive,107822,High Salary,15,5,2,4,1,5,No,14,No
E1655,25,20-30,Female,Research & Development,Manager,87146,High Salary,1,3,1,5,4,1,No,50,No
E1656,47,41-50,Female,HR,HR Specialist,86966,High Salary,26,4,4,5,5,1,Yes,26,No
E1657,36,31-40,Male,Research & Development,Sales Executive,54922,Medium Salary,14,2,5,5,3,1,Yes,8,Yes
E1658,24,20-30,Male,Finance,Executive,94364,High Salary,4,3,1,4,1,3,No,5,No
E1659,50,41-50,Female,IT,Sales Executive,57913,Medium Salary,23,4,5,5,1,1,No,7,No
E1660,24,20-30,Male,IT,HR Specialist,112033,High Salary,2,1,2,4,2,4,No,16,No
E1661,57,51+,Male,HR,HR Specialist,119792,High Salary,35,4,4,2,5,1,Yes,14,No
E1662,22,20-30,Male,Research & Development,Executive,70677,Medium Salary,0,3,2,1,3,5,Yes,37,No
E1663,42,41-50,Male,Sales,Sales Executive,117154,High Salary,18,3,4,2,4,2,No,41,Yes
E1664,56,51+,Male,Sales,Analyst,64841,Medium Salary,36,1,4,1,2,5,No,4,No
E1665,56,51+,Male,Research & Development,Sales Executive,61332,Medium Salary,34,4,5,2,3,3,No,36,No
E1666,29,20-30,Female,Sales,HR Specialist,107062,High Salary,9,4,2,1,5,1,No,48,No
E1667,29,20-30,Male,HR,Sales Executive,110694,High Salary,8,1,2,1,3,1,No,17,No
E1668,38,31-40,Male,HR,Manager,40032,Medium Salary,15,4,1,3,1,4,No,47,No
E1669,36,31-40,Female,Research & Development,Analyst,52846,Medium Salary,15,1,2,1,1,1,Yes,36,No
E1670,40,31-40,Female,Sales,Engineer,74474,Medium Salary,20,2,1,1,2,5,No,6,No
E1671,33,31-40,Female,HR,Manager,59936,Medium Salary,7,3,3,3,5,3,No,16,Yes
E1672,28,20-30,Male,HR,Engineer,44794,Medium Salary,1,2,3,5,5,2,Yes,29,No
E1673,20,20-30,Female,Finance,Executive,76588,Medium Salary,0,5,3,5,3,1,No,36,No
E1674,32,31-40,Male,Finance,Engineer,85984,High Salary,8,5,2,3,2,2,No,38,No
E1675,23,20-30,Male,HR,Sales Executive,65331,Medium Salary,1,5,2,4,5,1,No,37,No
E1676,20,20-30,Male,Research & Development,Engineer,109397,High Salary,0,1,1,1,1,3,No,48,No
E1677,59,51+,Female,IT,HR Specialist,43141,Medium Salary,38,4,4,1,3,5,No,48,Yes
E1678,51,51+,Female,IT,Manager,24074,Low Salary,24,2,1,3,4,3,Yes,10,No
E1679,53,51+,Female,HR,Manager,21406,Low Salary,30,2,3,3,1,2,No,41,No
E1680,47,41-50,Female,HR,Engineer,112359,High Salary,21,2,1,4,2,1,No,36,No
E1681,50,41-50,Female,HR,Manager,38291,Low Salary,25,2,4,5,5,2,No,29,No
E1682,27,20-30,Male,Research & Development,HR Specialist,56568,Medium Salary,0,5,2,2,1,5,Yes,14,No
E1683,58,51+,Male,Finance,Manager,112539,High Salary,36,2,1,5,4,3,Yes,4,Yes
E1684,45,41-50,Male,HR,Engineer,61851,Medium Salary,21,4,3,1,4,2,No,44,No
E1685,53,51+,Male,HR,Analyst,114942,High Salary,26,5,3,3,2,2,No,42,No
E1686,22,20-30,Female,Sales,Analyst,69823,Medium Salary,1,2,2,4,1,5,No,36,No
E1687,31,31-40,Female,Research & Development,Executive,38312,Low Salary,10,1,1,5,3,1,No,50,No
E1688,20,20-30,Male,HR,Manager,58108,Medium Salary,0,3,4,4,1,2,No,45,No
E1689,24,20-30,Female,Sales,Engineer,81918,High Salary,0,3,2,5,4,5,No,13,No
E1690,49,41-50,Female,IT,Manager,49171,Medium Salary,26,3,1,1,2,1,No,46,No
E1691,49,41-50,Male,HR,Sales Executive,56779,Medium Salary,22,5,5,2,2,1,No,18,No
E1692,36,31-40,Male,HR,HR Specialist,83828,High Salary,12,2,3,4,3,3,No,33,No
E1693,42,41-50,Female,Sales,Manager,113723,High Salary,19,5,4,4,2,5,No,21,No
E1694,34,31-40,Female,Research & Development,Manager,27411,Low Salary,10,4,4,2,2,1,No,16,No
E1695,56,51+,Male,HR,Analyst,117821,High Salary,32,1,4,4,2,3,No,15,No
E1696,40,31-40,Male,IT,HR Specialist,72009,Medium Salary,20,1,3,4,2,4,Yes,5,No
E1697,33,31-40,Male,HR,Engineer,30422,Low Salary,12,3,1,5,2,5,No,6,No
E1698,21,20-30,Female,IT,Manager,57468,Medium Salary,0,3,2,5,4,4,Yes,38,Yes
E1699,30,20-30,Male,Finance,Analyst,47371,Medium Salary,6,3,1,2,1,1,No,3,Yes
E1700,58,51+,Male,Finance,Executive,72022,Medium Salary,31,2,2,1,5,5,No,48,Yes
E1701,57,51+,Female,IT,HR Specialist,86229,High Salary,32,4,4,4,2,3,No,12,No
E1702,53,51+,Female,Research & Development,Analyst,114071,High Salary,29,4,1,1,5,1,No,36,Yes
E1703,57,51+,Female,HR,Analyst,66196,Medium Salary,35,4,4,2,5,5,Yes,33,Yes
E1704,53,51+,Female,HR,Analyst,95354,High Salary,32,4,5,2,4,5,No,36,No
E1705,37,31-40,Female,Finance,Manager,111774,High Salary,15,3,4,5,2,4,No,33,No
E1706,49,41-50,Male,IT,Manager,111410,High Salary,22,1,4,4,5,1,No,31,Yes
E1707,34,31-40,Male,HR,Executive,41715,Medium Salary,7,3,2,3,2,3,Yes,21,No
E1708,46,41-50,Female,HR,Sales Executive,42605,Medium Salary,25,4,5,2,3,3,No,27,No
E1709,53,51+,Female,Research & Development,Sales Executive,114853,High Salary,26,3,4,4,3,1,No,27,No
E1710,57,51+,Female,Sales,Sales Executive,46174,Medium Salary,35,4,4,1,3,1,No,8,No
E1711,52,51+,Female,Finance,HR Specialist,24956,Low Salary,28,5,5,5,5,2,No,37,No
E1712,43,41-50,Female,Finance,HR Specialist,119444,High Salary,19,1,5,1,3,4,No,32,No
E1713,34,31-40,Male,Sales,Executive,91373,High Salary,14,5,1,2,4,1,No,26,No
E1714,49,41-50,Male,HR,HR Specialist,84252,High Salary,24,2,2,2,4,1,No,2,No
E1715,36,31-40,Male,Research & Development,Sales Executive,76949,Medium Salary,9,3,5,1,5,2,No,12,No
E1716,24,20-30,Male,Research & Development,Sales Executive,77646,Medium Salary,2,2,5,2,2,2,Yes,22,No
E1717,48,41-50,Female,Finance,Analyst,85017,High Salary,21,3,3,4,1,5,No,17,No
E1718,23,20-30,Male,Research & Development,HR Specialist,78037,Medium Salary,0,5,5,2,2,3,No,7,No
E1719,29,20-30,Female,Sales,Manager,104818,High Salary,6,4,2,5,2,4,Yes,43,No
E1720,36,31-40,Female,HR,Manager,21548,Low Salary,16,4,4,4,2,5,Yes,4,No
E1721,29,20-30,Female,Sales,Analyst,118141,High Salary,7,3,4,3,2,1,No,37,No
E1722,36,31-40,Male,IT,Analyst,88294,High Salary,14,4,4,2,1,2,Yes,38,No
E1723,39,31-40,Female,Finance,Analyst,38177,Low Salary,12,5,4,2,3,3,No,32,No
E1724,43,41-50,Male,Research & Development,Manager,39022,Low Salary,23,4,3,5,2,5,Yes,11,No
E1725,24,20-30,Male,IT,Sales Executive,20542,Low Salary,0,5,5,5,4,3,Yes,1,No
E1726,53,51+,Female,Research & Development,Analyst,106012,High Salary,31,2,4,1,5,2,Yes,25,No
E1727,25,20-30,Female,HR,Executive,111320,High Salary,1,5,1,1,5,5,Yes,42,No
E1728,21,20-30,Female,HR,Analyst,75428,Medium Salary,1,1,4,1,4,5,No,24,No
E1729,32,31-40,Male,HR,Engineer,37740,Low Salary,8,1,5,5,2,3,No,43,No
E1730,30,20-30,Female,Research & Development,Analyst,74353,Medium Salary,9,1,4,1,1,2,Yes,17,Yes
E1731,42,41-50,Male,IT,Manager,105353,High Salary,19,3,3,1,3,1,No,8,No
E1732,35,31-40,Female,HR,HR Specialist,71532,Medium Salary,9,3,2,3,5,5,No,45,No
E1733,50,41-50,Female,IT,Analyst,31052,Low Salary,28,3,2,1,3,1,No,27,No
E1734,30,20-30,Male,Research & Development,HR Specialist,115689,High Salary,5,5,5,2,1,2,No,18,No
E1735,35,31-40,Male,IT,Engineer,62076,Medium Salary,12,3,2,5,5,5,No,27,No
E1736,27,20-30,Male,Research & Development,Executive,68420,Medium Salary,1,2,2,4,3,5,No,22,No
E1737,23,20-30,Male,Research & Development,HR Specialist,15671,Low Salary,0,1,1,3,1,1,No,16,No
E1738,59,51+,Male,Finance,Sales Executive,15163,Low Salary,37,5,5,5,3,4,Yes,2,No
E1739,23,20-30,Male,Research & Development,Analyst,56424,Medium Salary,0,1,5,5,2,1,No,5,No
E1740,44,41-50,Female,Research & Development,Engineer,68744,Medium Salary,23,3,2,2,1,1,No,18,No
E1741,22,20-30,Female,Sales,Engineer,85331,High Salary,2,5,2,1,3,4,No,3,No
E1742,51,51+,Male,HR,HR Specialist,25634,Low Salary,29,4,2,2,2,2,No,27,No
E1743,22,20-30,Female,Finance,Executive,19798,Low Salary,0,2,3,1,2,2,No,17,No
E1744,46,41-50,Male,Finance,Manager,37420,Low Salary,20,3,4,1,1,5,Yes,16,No
E1745,48,41-50,Female,Finance,Analyst,44300,Medium Salary,27,3,3,5,4,3,No,6,No
E1746,51,51+,Female,Sales,Engineer,104881,High Salary,30,2,5,1,5,3,No,7,No
E1747,38,31-40,Male,Research & Development,Executive,25749,Low Salary,11,2,1,3,1,5,No,50,No
E1748,40,31-40,Male,HR,Sales Executive,119131,High Salary,18,4,4,3,2,3,No,14,Yes
E1749,24,20-30,Male,IT,Engineer,40121,Medium Salary,0,3,1,3,2,1,No,38,No
E1750,37,31-40,Female,Research & Development,Executive,52487,Medium Salary,12,3,5,5,1,1,Yes,40,No
E1751,47,41-50,Male,Sales,Manager,108947,High Salary,21,1,5,2,4,4,No,15,Yes
E1752,41,41-50,Female,Research & Development,Manager,48361,Medium Salary,15,5,1,4,5,4,No,47,No
E1753,40,31-40,Male,Research & Development,Engineer,36223,Low Salary,19,5,1,1,3,5,No,47,No
E1754,25,20-30,Female,Sales,Engineer,87930,High Salary,2,1,1,4,1,5,Yes,48,No
E1755,20,20-30,Female,Finance,HR Specialist,29056,Low Salary,0,5,5,2,5,5,No,33,No
E1756,24,20-30,Male,Finance,Analyst,43380,Medium Salary,0,2,2,2,5,1,No,43,No
E1757,60,51+,Female,HR,Executive,41035,Medium Salary,36,5,1,5,2,3,No,27,No
E1758,31,31-40,Female,HR,Engineer,45620,Medium Salary,7,5,4,3,3,5,No,29,Yes
E1759,45,41-50,Male,Finance,Analyst,34877,Low Salary,22,1,5,3,1,5,No,37,No
E1760,53,51+,Female,IT,HR Specialist,70316,Medium Salary,27,4,3,2,2,1,Yes,5,Yes
E1761,33,31-40,Male,Research & Development,Analyst,79041,Medium Salary,12,5,3,5,2,1,Yes,29,No
E1762,45,41-50,Male,IT,Engineer,68352,Medium Salary,18,5,4,5,4,1,No,32,No
E1763,46,41-50,Male,Research & Development,Manager,45911,Medium Salary,22,4,2,1,5,3,No,6,No
E1764,28,20-30,Male,Finance,Executive,47784,Medium Salary,3,1,1,3,1,5,Yes,2,No
E1765,45,41-50,Female,HR,Executive,18191,Low Salary,23,4,5,2,1,2,Yes,6,No
E1766,41,41-50,Female,HR,Manager,48160,Medium Salary,21,1,1,4,1,2,Yes,46,No
E1767,49,41-50,Female,IT,Engineer,105536,High Salary,29,2,5,3,2,5,No,43,No
E1768,36,31-40,Male,HR,Executive,119576,High Salary,16,1,3,1,4,5,Yes,4,No
E1769,45,41-50,Female,Finance,Engineer,79641,Medium Salary,18,2,1,5,3,5,No,29,No
E1770,55,51+,Female,IT,HR Specialist,64723,Medium Salary,29,2,4,2,2,5,No,25,Yes
E1771,20,20-30,Male,Research & Development,Engineer,18631,Low Salary,0,1,2,3,3,3,Yes,9,No
E1772,27,20-30,Male,HR,Analyst,21172,Low Salary,4,3,4,4,4,2,No,3,No
E1773,54,51+,Female,Sales,Manager,57080,Medium Salary,27,1,2,1,5,4,Yes,26,No
E1774,34,31-40,Male,HR,Engineer,104097,High Salary,7,5,1,1,1,2,No,48,No
E1775,41,41-50,Male,Research & Development,HR Specialist,105353,High Salary,17,5,1,3,3,2,Yes,43,No
E1776,33,31-40,Male,IT,Sales Executive,35281,Low Salary,11,3,2,4,2,1,No,27,No
E1777,45,41-50,Male,Research & Development,Manager,43671,Medium Salary,18,2,3,1,3,5,No,36,Yes
E1778,47,41-50,Female,Sales,Executive,66431,Medium Salary,22,3,5,2,5,5,Yes,32,No
E1779,42,41-50,Male,Finance,Analyst,105900,High Salary,20,5,4,1,1,5,Yes,1,No
E1780,33,31-40,Male,HR,Executive,107961,High Salary,8,3,4,4,3,1,No,16,Yes
E1781,43,41-50,Male,IT,HR Specialist,43602,Medium Salary,17,1,4,5,5,3,Yes,48,No
E1782,21,20-30,Male,Finance,HR Specialist,103789,High Salary,0,3,1,5,2,3,No,11,No
E1783,45,41-50,Male,Research & Development,Executive,66399,Medium Salary,25,2,4,3,4,4,No,26,No
E1784,33,31-40,Male,IT,Manager,38472,Low Salary,6,1,5,4,2,3,No,40,No
E1785,26,20-30,Male,Finance,Executive,64230,Medium Salary,5,4,5,1,1,3,No,1,No
E1786,22,20-30,Male,IT,Engineer,88616,High Salary,0,5,2,1,2,5,No,26,No
E1787,42,41-50,Female,Sales,Executive,22099,Low Salary,19,5,1,5,2,2,No,28,Yes
E1788,37,31-40,Male,Sales,Analyst,40431,Medium Salary,14,3,5,5,2,3,No,9,No
E1789,57,51+,Female,HR,Analyst,71492,Medium Salary,31,1,3,2,2,3,Yes,44,Yes
E1790,54,51+,Male,HR,Sales Executive,111722,High Salary,29,4,1,5,1,1,Yes,22,No
E1791,34,31-40,Male,Sales,Analyst,62684,Medium Salary,10,1,1,2,5,4,No,8,No
E1792,44,41-50,Male,IT,Executive,45111,Medium Salary,20,5,5,1,3,1,No,49,No
E1793,56,51+,Male,Sales,Analyst,78936,Medium Salary,31,1,3,2,4,5,No,42,No
E1794,47,41-50,Female,HR,Manager,37614,Low Salary,24,4,2,2,3,2,Yes,27,No
E1795,29,20-30,Male,Sales,Analyst,107260,High Salary,6,3,5,3,3,4,No,39,No
E1796,58,51+,Male,Sales,Engineer,56991,Medium Salary,31,2,3,5,4,1,Yes,19,No
E1797,36,31-40,Female,IT,Manager,85476,High Salary,13,1,1,2,1,3,Yes,25,No
E1798,58,51+,Female,Finance,Sales Executive,75920,Medium Salary,37,2,3,1,4,3,No,38,No
E1799,41,41-50,Male,HR,Engineer,109294,High Salary,18,5,1,4,1,4,Yes,21,Yes
E1800,45,41-50,Female,IT,Executive,78530,Medium Salary,23,3,5,2,3,3,No,24,No
E1801,44,41-50,Female,Sales,Executive,51224,Medium Salary,17,3,5,5,1,1,No,24,No
E1802,36,31-40,Female,Sales,Executive,22788,Low Salary,16,1,4,3,5,1,No,19,Yes
E1803,32,31-40,Male,Finance,Engineer,43082,Medium Salary,9,3,4,1,4,3,No,50,No
E1804,39,31-40,Male,HR,Engineer,104570,High Salary,14,1,4,3,5,3,Yes,47,No
E1805,44,41-50,Male,HR,Engineer,116015,High Salary,24,1,5,4,3,5,Yes,2,No
E1806,23,20-30,Female,Research & Development,Manager,91816,High Salary,2,2,2,2,4,2,No,14,No
E1807,29,20-30,Male,HR,HR Specialist,98588,High Salary,4,3,5,2,3,4,No,32,No
E1808,22,20-30,Female,Finance,Manager,31531,Low Salary,2,1,3,5,5,1,No,42,No
E1809,60,51+,Male,Research & Development,Executive,103340,High Salary,35,2,5,2,3,4,Yes,32,No
E1810,37,31-40,Male,Research & Development,HR Specialist,109439,High Salary,16,4,5,1,4,5,No,28,Yes
E1811,55,51+,Female,Sales,Analyst,59857,Medium Salary,28,2,1,4,4,1,No,48,No
E1812,41,41-50,Male,Sales,Executive,25142,Low Salary,19,2,1,3,3,5,No,39,No
E1813,53,51+,Female,HR,Sales Executive,63355,Medium Salary,32,1,1,4,4,5,No,40,No
E1814,27,20-30,Female,Research & Development,Manager,24866,Low Salary,6,5,5,2,4,3,Yes,42,No
E1815,59,51+,Male,Sales,Engineer,85067,High Salary,34,5,2,3,3,4,Yes,47,No
E1816,38,31-40,Female,Finance,Manager,118634,High Salary,11,5,3,5,5,4,No,40,Yes
E1817,60,51+,Male,Sales,Engineer,118814,High Salary,34,2,3,4,4,3,No,13,No
E1818,56,51+,Male,Sales,HR Specialist,79027,Medium Salary,32,1,2,3,4,4,Yes,12,Yes
E1819,25,20-30,Female,Research & Development,Sales Executive,72906,Medium Salary,2,3,2,3,4,3,No,8,Yes
E1820,45,41-50,Male,Research & Development,HR Specialist,43138,Medium Salary,22,2,3,3,4,1,Yes,15,Yes
E1821,53,51+,Female,IT,Sales Executive,107601,High Salary,31,2,4,1,3,5,Yes,26,No
E1822,25,20-30,Male,Finance,Manager,44956,Medium Salary,3,1,1,4,5,5,Yes,12,No
E1823,56,51+,Male,Research & Development,Engineer,119797,High Salary,33,4,1,3,5,4,Yes,43,No
E1824,52,51+,Male,HR,HR Specialist,91295,High Salary,28,2,3,4,1,2,No,46,No
